Text_Column,Label_Column
hoor,explicit
hoore,explicit
hootch,explicit
hootchie,explicit
hooter,explicit
hooters,explicit
hore,explicit
hori,explicit
horis,explicit
hork,explicit
horndawg,explicit
horndog,explicit
horney,explicit
horniest,explicit
horny,explicit
horse's asses,explicit
horseshit,explicit
hosejob,explicit
hose-job,explicit
hosemonster,explicit
hose-monster,explicit
hoser,explicit
hostage,explicit
hotcarl,explicit
hotdamn,explicit
hotpussy,explicit
hotsex,explicit
hottotrot,explicit
howtokill,explicit
howtomurdep,explicit
huevon,explicit
hui,explicit
hummer,explicit
hump,explicit
humped,explicit
humper,explicit
humpher,explicit
humphim,explicit
humpin,explicit
humping,explicit
hun,explicit
hustler,explicit
hymen,explicit
hymie,explicit
hymies,explicit
iberian slap,explicit
iblowu,explicit
ikeymo,explicit
ikeymos,explicit
ikwe,explicit
inbred,explicit
incest,explicit
indon,explicit
indons,explicit
injun,explicit
injuns,explicit
insest,explicit
interracial,explicit
intheass,explicit
inthebuff,explicit
Isis,explicit
Islamophobe,explicit
itch,explicit
jackarse,explicit
jackass,explicit
jackasses,explicit
jackasss,explicit
jackhole,explicit
jack-offs,explicit
jackoffz,explicit
jackshit,explicit
jack-shit,explicit
jacktheripper,explicit
jade,explicit
jaggi,explicit
jagoff,explicit
jail bait,explicit
jamrag,explicit
jam-rag,explicit
jamraid,explicit
jam-raid,explicit
jap,explicit
japanese,explicit
japcrap,explicit
japie,explicit
japies,explicit
japs,explicit
jebus,explicit
jeez,explicit
jer koff,explicit
jerk,explicit
jerkoff,explicit
jerk-off,explicit
jerk-offs,explicit
jerkass,explicit
jerked,explicit
jerkoff,explicit
jerk-off,explicit
jerk-off ,explicit
jerkoffs,explicit
jerk-offs,explicit
jew,explicit
jewboy,explicit
jewed,explicit
jewess,explicit
jiga,explicit
jigaboo,explicit
jigaboos,explicit
jigarooni,explicit
jigaroonis,explicit
jigg,explicit
jigga,explicit
jiggabo,explicit
jiggaboo,explicit
jiggabooboo,explicit
jiggaboos,explicit
jiggabos,explicit
jiggabu,explicit
jiggas,explicit
jigger,explicit
jigger ,explicit
jiggerboo,explicit
jiggerboos,explicit
jiggers,explicit
jiggs,explicit
jiggy,explicit
jiggyboo,explicit
jigro,explicit
jigs,explicit
jihad,explicit
jijjiboo,explicit
jijjiboos,explicit
jimfish,explicit
jisim,explicit
jism,explicit
jiss,explicit
jitgel,explicit
jiz,explicit
jiz ,explicit
jizim,explicit
jizin,explicit
jizjuice,explicit
jizm,explicit
jizm ,explicit
jizn,explicit
jizz,explicit
jizzbags,explicit
jizzd,explicit
jizzed,explicit
jizzes,explicit
jizzfucker,explicit
jizzim,explicit
jizzin,explicit
jizzing,explicit
jizzjar,explicit
jizz-jar,explicit
jizz-jockey,explicit
jizzn,explicit
jizzsacks,explicit
jizzstain,explicit
jizzum,explicit
jizzy,explicit
jock,explicit
j-offs,explicit
jugg,explicit
juggalo,explicit
juggs,explicit
junkie,explicit
junky,explicit
kacap,explicit
kacapas,explicit
kacaps,explicit
kaffer,explicit
kaffir,explicit
kaffre,explicit
kafir,explicit
kak,explicit
kanake,explicit
kanker,explicit
katsap,explicit
katsaps,explicit
kawk,explicit
kazoo,explicit
khokhol,explicit
khokhols,explicit
kidtoucher,explicit
kife,explicit
kigger,explicit
kike,explicit
kikes,explicit
kimchis,explicit
kinbaku,explicit
kink,explicit
kinkster,explicit
kinky,explicit
kissass,explicit
kiunt,explicit
kkk,explicit
klan,explicit
klansman,explicit
klansmen,explicit
klanswoman,explicit
klanswomen,explicit
klingons,explicit
kling-ons,explicit
klitoris,explicit
klootzak,explicit
kneegrows,explicit
knickers,explicit
knobber,explicit
knobbing,explicit
knobd,explicit
knobe,explicit
knobead,explicit
knobeads,explicit
knobed,explicit
knobeds,explicit
knobend,explicit
knobender,explicit
knobends,explicit
knobendy,explicit
knobendz,explicit
knober,explicit
knobes,explicit
knobgobbler,explicit
knob-gobbler,explicit
knobhead,explicit
knobheads,explicit
knobjockies,explicit
knobjocky,explicit
knobjokey,explicit
knobjokeys,explicit
knulle,explicit
kock,explicit
kondum,explicit
kondums,explicit
kooch,explicit
kooches,explicit
koon,explicit
kootch,explicit
kootch,explicit
kotex,explicit
krap,explicit
krappy,explicit
kraut,explicit
krauts,explicit
ku kluxer,explicit
kuffar,explicit
kuk,explicit
kuksuger,explicit
kum,explicit
kumbubble,explicit
kumbullbe,explicit
kumer,explicit
kummer,explicit
kumming,explicit
kumquat,explicit
kums,explicit
kunilingus,explicit
kunja,explicit
kunnilingus,explicit
kunt,explicit
kunts,explicit
kuntz,explicit
kurac,explicit
kurwa,explicit
kushi,explicit
kushis,explicit
kusi,explicit
kwa,explicit
kwai lo,explicit
kwai los,explicit
kwif,explicit
ky,explicit
kyke,explicit
kykes,explicit
kyopo,explicit
kyopos,explicit
kyrpa,explicit
Kys,explicit
labia,explicit
labialard,explicit
lactate,explicit
ladboys,explicit
ladboyz,explicit
ladiboy,explicit
ladyboi,explicit
lameass,explicit
langer,explicit
lapdance,explicit
lardass,explicit
lebos,explicit
lech,explicit
leper,explicit
lesbo,explicit
lesbos,explicit
lez,explicit
lezbe,explicit
liberal,explicit
libido,explicit
licker,explicit
licking,explicit
lickme,explicit
ligger,explicit
lilniglet,explicit
limey,explicit
limpdick,explicit
limy,explicit
lingam,explicit
lingerie,explicit
lipshits,explicit
lipshitz,explicit
liquor,explicit
livesex,explicit
lmao,explicit
lmfao,explicit
loadedgun,explicit
lobcock,explicit
loin,explicit
loins,explicit
Loli,explicit
Lolicon,explicit
lolita,explicit
looney,explicit
lovegoo,explicit
lovepistol,explicit
loverocket,explicit
lovesausage,explicit
lovesocket,explicit
lovespuds,explicit
lovetorpedo,explicit
lovetruncheon,explicit
lovetunnel,explicit
lowlife,explicit
lsd,explicit
lube,explicit
lubejob,explicit
lubra,explicit
lucifer,explicit
luckycammeltoe,explicit
lugan,explicit
lugans,explicit
lusty,explicit
lynch,explicit
maderfaker,explicit
maderfuck,explicit
maderfuckers,explicit
mofo,explicit
mofos,explicit
mofoz,explicit
mofoes,explicit
mothafucked,explicit
mothafucker,explicit
mothafucking,explicit
motherfuckeds,explicit
motherfucker,explicit
motherfucking,explicit
motherfvcker,explicit
mabuno,explicit
mabunos,explicit
macaca,explicit
macacas,explicit
mafugly,explicit
Maga,explicit
magicwand,explicit
mahbuno,explicit
mahbunos,explicit
makemecum,explicit
male squirting,explicit
mamhoon,explicit
manfat,explicit
manhater,explicit
manky,explicit
manpaste,explicit
mapatasi,explicit
maricon,explicit
marijuana,explicit
markasses,explicit
masochist,explicit
masokist,explicit
massa,explicit
massterbait,explicit
masstrbait,explicit
masstrbate,explicit
mastabate,explicit
mastabater,explicit
masterbaiter,explicit
masterbat,explicit
masterbate,explicit
master-bate,explicit
masterbates,explicit
masterbating,explicit
masterbation,explicit
masterbations,explicit
masterblaster,explicit
mastrabator,explicit
masturbat,explicit
masturbate,explicit
mattressprincess,explicit
mau mau,explicit
mau maus,explicit
maumau,explicit
maumaus,explicit
mcfagget,explicit
meatbeatter,explicit
menage,explicit
menses,explicit
menstruate,explicit
merd,explicit
meth,explicit
mezoomas,explicit
mfckers,explicit
mfing,explicit
mf'ing,explicit
mfk,explicit
mfs,explicit
m-fucking,explicit
mfukk,explicit
mfukker,explicit
mgger,explicit
mggor,explicit
mibun,explicit
mick,explicit
mickeyfinn,explicit
mierda,explicit
milf,explicit
mindfuck,explicit
minge,explicit
minger,explicit
minging,explicit
minority,explicit
mockey,explicit
mockie,explicit
mocky,explicit
mofo,explicit
mofoes,explicit
mofos,explicit
mofcker,explicit
mofo,explicit
mo-fo,explicit
mofo ass,explicit
mofoes,explicit
mofos,explicit
mofoshit,explicit
mofuccers,explicit
mofucckers,explicit
mofuck,explicit
mofucker,explicit
mofuckkas,explicit
mofuk,explicit
mofukkas,explicit
moky,explicit
molest,explicit
molestation,explicit
molester,explicit
molestor,explicit
moneyshot,explicit
mongoloid,explicit
mongrel,explicit
monkleigh,explicit
moo foo,explicit
moolie,explicit
mormon,explicit
moron,explicit
moskal,explicit
moskals,explicit
moslem,explicit
mosshead,explicit
motha,explicit
motha fucka,explicit
motha fucker,explicit
motha fuckers,explicit
motha fuker,explicit
motha fukers,explicit
motha fukkah,explicit
motha fukker,explicit
mothafcked,explicit
mothafcking,explicit
mothafika,explicit
mothafucced,explicit
mothafuccer,explicit
mothafuccing,explicit
mothafuck,explicit
mothafucka,explicit
mothafuckas,explicit
mothafuckasses,explicit
mothafuckaz,explicit
mothafuckazzes,explicit
mothafucked,explicit
mothafucked ,explicit
mothafuckeds,explicit
mothafucker,explicit
mothafuckers,explicit
mothafuckin,explicit
mothafucking,explicit
mothafucking ,explicit
mothafuckings,explicit
mothafuckins,explicit
mothafucks,explicit
mothafuckz,explicit
mothafukers,explicit
mothafvcked,explicit
mother effer,explicit
mother fuck,explicit
mother fucka,explicit
mother fucker,explicit
mother fuckers,explicit
mother fucking,explicit
mother fukah,explicit
mother fuker,explicit
mother fukkah,explicit
mother fukker,explicit
mothercker,explicit
motherfacking,explicit
motherfcked,explicit
motherfckin,explicit
motherfcking,explicit
motherfcks,explicit
motherfckshit,explicit
motherfecka,explicit
motherfecker,explicit
motherfk,explicit
motherfucca,explicit
motherfuccas,explicit
motherfuccers,explicit
motherfuck,explicit
motherfucka,explicit
motherfucked,explicit
motherfuckeds,explicit
motherfucker,explicit
mother-fucker,explicit
motherfuckers,explicit
motherfuckin,explicit
motherfucking,explicit
motherfuckings,explicit
motherfuckingshit,explicit
motherfuckins,explicit
motherfuckka,explicit
motherfuckkas,explicit
motherfuckkers,explicit
motherfucks,explicit
motherfukka,explicit
motherfukker,explicit
motherfukkings,explicit
motherfvck,explicit
motherfvcked,explicit
motherfvckeds,explicit
motherfvcker,explicit
motherfvckers,explicit
motherfvcking,explicit
motherfxck,explicit
motherfxcking,explicit
mothfck,explicit
mothrfucker,explicit
mothter fuck,explicit
mouliewop,explicit
mtherfucker,explicit
mtherfuker,explicit
mthrfcker,explicit
mthrfuck,explicit
mthrfucker,explicit
mthrfucking,explicit
mtrfck,explicit
mtrfuck,explicit
mtrfucker,explicit
muddafukkas,explicit
mudderfuk,explicit
mudderfukker,explicit
mufdive,explicit
mufdivin,explicit
muff,explicit
muffdive,explicit
muffdiver,explicit
muff-diver,explicit
muffdiving,explicit
muffdivings,explicit
mufflikcer,explicit
muffpuff,explicit
muhfucking,explicit
muie,explicit
mulatto,explicit
mulkku,explicit
muncher,explicit
munging,explicit
munt,explicit
munter,explicit
muppet,explicit
muschi,explicit
muslim,explicit
mutha,explicit
mutha fucka,explicit
mutha fucker,explicit
mutha fukah,explicit
mutha fuker,explicit
mutha fukkah,explicit
mutha fukker,explicit
muthafecker,explicit
muthafeckers,explicit
muthafucka,explicit
muthafuckaz,explicit
muthafucker,explicit
muthafuckers,explicit
muthafuckings,explicit
muthafuckker,explicit
muthafuckkers,explicit
muthafukka,explicit
muther,explicit
mutherfucker,explicit
mutherfuckers,explicit
mutherfucking,explicit
muthrfucking,explicit
mzungu,explicit
mzungus,explicit
nobhead,explicit
nobjocky,explicit
nigga,explicit
niggah,explicit
niggahs,explicit
niggas,explicit
niggazes,explicit
nigger,explicit
niggers,explicit
nigguh,explicit
nad,explicit
nads,explicit
naff,explicit
nambla,explicit
napalm,explicit
nappy,explicit
narcotic,explicit
nastt,explicit
nasty,explicit
nastybitch,explicit
nastyho,explicit
nastyslut,explicit
nastywhore,explicit
nawashi,explicit
nazi,explicit
nazis,explicit
nazism,explicit
necro,explicit
Necrophilia,explicit
negga,explicit
neggar,explicit
negro,explicit
negres,explicit
negress,explicit
negro,explicit
negroes,explicit
negroid,explicit
negros,explicit
negro's,explicit
neonazi,explicit
nepesaurio,explicit
niccer,explicit
nicka,explicit
nickas,explicit
nicker,explicit
nickker,explicit
nickker,explicit
nig,explicit
nig nog,explicit
niga,explicit
nigaboo,explicit
nigah,explicit
nigar,explicit
nigars,explicit
nigas,explicit
nigasses,explicit
niger,explicit
nigerian,explicit
nigerians,explicit
nigers,explicit
nigette,explicit
nigettes,explicit
nigg,explicit
nigga,explicit
niggahs,explicit
niggas,explicit
niggaz,explicit
niggazzes,explicit
nigga,explicit
niggah,explicit
niggahs,explicit
niggahz,explicit
niggar,explicit
niggaracci,explicit
niggard,explicit
niggarded,explicit
niggarding,explicit
niggardliness,explicit
niggardlinesss,explicit
niggardliness's,explicit
niggardly,explicit
niggards,explicit
niggard's,explicit
niggars,explicit
niggas,explicit
niggass,explicit
niggaz,explicit
niggazzes,explicit
nigger,explicit
niggerhead,explicit
niggerhole,explicit
niggers,explicit
nigger's,explicit
niggers ,explicit
niggerz,explicit
niggger,explicit
niggir,explicit
niggle,explicit
niggled,explicit
niggles,explicit
niggling,explicit
nigglings,explicit
niggor,explicit
niggress,explicit
niggresses,explicit
nigguh,explicit
nigguhs,explicit
nigguhz,explicit
niggur,explicit
niggurs,explicit
niglet,explicit
nignigs,explicit
nignog,explicit
nig-nog,explicit
nigor,explicit
nigors,explicit
nigr,explicit
nigra,explicit
nigras,explicit
nigre,explicit
nigres,explicit
nigress,explicit
nigs,explicit
niguh,explicit
nigur,explicit
nikkas,explicit
nikker,explicit
nimphomania,explicit
nimrod,explicit
ninny,explicit
nip,explicit
nittit,explicit
nitwit,explicit
nlgger,explicit
nlggor,explicit
nob,explicit
nobheads,explicit
nobjokey,explicit
nobjockies,explicit
nobjocky,explicit
nobjokey,explicit
nobjokeys,explicit
nobs,explicit
nofuckingway,explicit
nog,explicit
nonce,explicit
nook,explicit
nookey,explicit
nookie,explicit
nooky,explicit
noonan,explicit
nooner,explicit
nsfw,explicit
nuckas,explicit
nudger,explicit
nudie,explicit
nudies,explicit
nudity,explicit
nuggets,explicit
nuke,explicit
numbnuts,explicit
numpty,explicit
nutbutter,explicit
nutfucker,explicit
nutsack,explicit
nutsacks,explicit
nutten,explicit
nutter,explicit
nymph,explicit
nympho,explicit
nymphomania,explicit
nymphomaniac,explicit
omorashi,explicit
onanism,explicit
oneeyed,explicit
ontherag,explicit
opiate,explicit
opium,explicit
orafis,explicit
orally,explicit
orga,explicit
organ,explicit
orgies,explicit
orgy,explicit
oriface,explicit
orifice,explicit
orifiss,explicit
orospu,explicit
osama,explicit
ovary,explicit
ovum,explicit
ovums,explicit
penis,explicit
pis,explicit
pussy,explicit
porn,explicit
penishead,explicit
penisfcker,explicit
penisfcukers,explicit
penisfvcker,explicit
penisfvckers,explicit
packerfudgehead,explicit
packi,explicit
packie,explicit
packingfudge,explicit
packingfudgefucker,explicit
packingfudgefucking,explicit
packsomefudgefucker,explicit
packy,explicit
paddy,explicit
paedophile,explicit
paki,explicit
pakie,explicit
pakis,explicit
paky,explicit
palesimian,explicit
palestinian,explicit
panooch,explicit
pansies,explicit
pansy,explicit
paska,explicit
pastie,explicit
pasty,explicit
pawn,explicit
payo,explicit
pcp,explicit
pearlnecklace,explicit
peck,explicit
pecker,explicit
peckerhead,explicit
peckerwood,explicit
pedo,explicit
pedobear,explicit
pedobears,explicit
pedophile,explicit
pedophilia,explicit
pedophiliac,explicit
pedophl,explicit
pedos,explicit
pedoz,explicit
pee,explicit
peeenus,explicit
peeenusss,explicit
peehole,explicit
peen,explicit
peener,explicit
peenus,explicit
peepee,explicit
pee-pee,explicit
peepshow,explicit
peepshpw,explicit
pegging,explicit
peinus,explicit
penis,explicit
penas,explicit
pendejo,explicit
pendy,explicit
penetrate,explicit
penetration,explicit
penguin,explicit
penis,explicit
penial,explicit
penile,explicit
penis,explicit
penisbanger,explicit
penisbreath,explicit
penis-breath,explicit
penises,explicit
penisfcker,explicit
penisfuccer,explicit
penisfucker,explicit
penisfuckers,explicit
penisfvcker,explicit
penisfvckers,explicit
penishead,explicit
penisland,explicit
penislick,explicit
penislicker,explicit
penispuffer,explicit
penthouse,explicit
penus,explicit
penuus,explicit
perse,explicit
perv,explicit
perversion,explicit
peyote,explicit
phaggots,explicit
phaggot,explicit
phaggots,explicit
phagot,explicit
phags,explicit
phalli,explicit
phallic,explicit
phonesex,explicit
phuc,explicit
phucc,explicit
phuccer,explicit
phucchead,explicit
phuccing,explicit
phuck,explicit
phucker,explicit
phucked,explicit
phucker,explicit
phuckin,explicit
phucking,explicit
phuckings,explicit
phucks,explicit
phucup,explicit
phuk,explicit
phuked,explicit
phukeds,explicit
phuker,explicit
phukhead,explicit
phuking,explicit
phukings,explicit
phukk,explicit
phukked,explicit
phukkeds,explicit
phukker,explicit
phukking,explicit
phuks,explicit
phukshit,explicit
phuku,explicit
phukup,explicit
phungky,explicit
phuq,explicit
phuqs,explicit
phvckings,explicit
piss,explicit
picaninny,explicit
piccaninny,explicit
picka,explicit
pickaninnies,explicit
pickaninny,explicit
pieceofshit,explicit
piefke,explicit
piefkes,explicit
pierdol,explicit
pigfucker,explicit
pigfuckers,explicit
pigfucking,explicit
pigfukker,explicit
piggyfuck,explicit
pigshit,explicit
piker,explicit
pikey,explicit
piky,explicit
pillock,explicit
pillu,explicit
pimmel,explicit
pimp,explicit
pimped,explicit
pimper,explicit
pimpis,explicit
pimpjuic,explicit
pimpjuice,explicit
pimpsimp,explicit
pindick,explicit
pinko,explicit
pis,explicit
pises,explicit
pish,explicit
pisin,explicit
pising,explicit
pisof,explicit
piss,explicit
pisser,explicit
pissers,explicit
pisses,explicit
pisses ,explicit
pissflap,explicit
pissflaps,explicit
piss-flaps,explicit
pisshead,explicit
pissin,explicit
pissin ,explicit
pissing,explicit
pissoff,explicit
pissoff ,explicit
pissoffs,explicit
pisspig,explicit
pixie,explicit
pixy,explicit
pizda,explicit
plonker,explicit
pms,explicit
pocha,explicit
pochas,explicit
pocho,explicit
pochos,explicit
pocketpool,explicit
poe,explicit
pohm,explicit
pohms,explicit
polac,explicit
polack,explicit
polacks,explicit
polak,explicit
polesmoker,explicit
pollock,explicit
pollocks,explicit
pom,explicit
pommie,explicit
pommy,explicit
ponce,explicit
ponyplay,explicit
poo,explicit
poof,explicit
poon,explicit
poonani,explicit
poonany,explicit
poontang,explicit
poontsee,explicit
pooperscooper,explicit
poopuncher,explicit
poorwhitetrash,explicit
popimp,explicit
porn,explicit
pornflick,explicit
pornking,explicit
porno,explicit
pornography,explicit
pornos,explicit
pornprincess,explicit
pot,explicit
potty,explicit
pouf,explicit
poundtown,explicit
poverty,explicit
poxy,explicit
pplicker,explicit
pron,explicit
pric,explicit
prick,explicit
prik,explicit
prat,explicit
premature,explicit
preteen,explicit
pric,explicit
prick,explicit
pricks,explicit
pricks ,explicit
prickteaser,explicit
prig,explicit
primetime,explicit
prod,explicit
pron,explicit
propaganda,explicit
pros,explicit
prostitute,explicit
protestant,explicit
prude,explicit
pthc,explicit
pussy,explicit
pube,explicit
pubes,explicit
pubic,explicit
pubiclice,explicit
pubis,explicit
pud,explicit
pudboy,explicit
pudd,explicit
puddboy,explicit
puke,explicit
pula,explicit
pule,explicit
punani,explicit
punanny,explicit
punany,explicit
punkass,explicit
punkasses,explicit
punky,explicit
punny,explicit
punta,explicit
puntang,explicit
purinapricness,explicit
pusies,explicit
puss,explicit
pusse,explicit
pussee,explicit
pusses,explicit
pussi,explicit
pussie,explicit
pussies,explicit
pussless,explicit
pusslicker,explicit
pussy,explicit
pussy fucker,explicit
pussy lick,explicit
pussy licker,explicit
pussy licking,explicit
pussy palace,explicit
pussycat,explicit
pussydestroyer,explicit
pussyeater,explicit
pussyfart,explicit
pussyfucker,explicit
pussylicker,explicit
pussylickers,explicit
pussylicking,explicit
pussylips,explicit
pussylover,explicit
pussypalace,explicit
pussypounder,explicit
pussys,explicit
pussys ,explicit
pussywhipped,explicit
pust,explicit
pusy,explicit
puta,explicit
puto,explicit
putz,explicit
puuke,explicit
puuker,explicit
puussy,explicit
puzzies,explicit
puzzy,explicit
pyro flatulate,explicit
pyroflatulate,explicit
qahbeh,explicit
quashie,explicit
queaf,explicit
queef,explicit
queer,explicit
queerasses,explicit
queerbait,explicit
queerhole,explicit
queero,explicit
queers,explicit
queerz,explicit
quickie,explicit
quicky,explicit
quiff,explicit
quim,explicit
qweers,explicit
qweerz,explicit
qweir,explicit
retard,explicit
retarded,explicit
retard,explicit
rse,explicit
rabbi,explicit
racial,explicit
racy,explicit
radical,explicit
radicals,explicit
raghead,explicit
ragheads,explicit
ragtard,explicit
ram-job,explicit
ramrod,explicit
randy,explicit
rapey,explicit
raunch,explicit
rautenberg,explicit
razzle,explicit
reacharound,explicit
rearend,explicit
rearentry,explicit
recktum,explicit
rectal,explicit
rectum,explicit
rectus,explicit
redleg,explicit
redlegs,explicit
redlight,explicit
redneck,explicit
rednecks,explicit
redskin,explicit
redskins,explicit
reefer,explicit
reestie,explicit
reetard,explicit
reich,explicit
renob,explicit
rentafuck,explicit
republican,explicit
rere,explicit
retard,explicit
retarded,explicit
retardo,explicit
retardotron,explicit
retards,explicit
retardz,explicit
revue,explicit
ribbed,explicit
rigger,explicit
rim job,explicit
rimjaw,explicit
rimjob,explicit
rimming,explicit
ritard,explicit
roach,explicit
robber,explicit
rosebuds,explicit
rotter,explicit
rtard,explicit
r-tard,explicit
rtards,explicit
r-tards,explicit
rum,explicit
rump,explicit
rumprammer,explicit
ruski,explicit
russki,explicit
russkie,explicit
rusty trombone,explicit
rustytrombone,explicit
shit,explicit
shits,explicit
shitting,explicit
sob,explicit
sac,explicit
sadis,explicit
sadism,explicit
sadist,explicit
sadom,explicit
sadomasochism,explicit
salad tosser,explicit
sambo,explicit
sambos,explicit
samckdaddy,explicit
sanchez,explicit
sand nigger,explicit
sand niggers,explicit
sandbar,explicit
sandler,explicit
sandm,explicit
sandnigger,explicit
sanger,explicit
santorum,explicit
sausagequeen,explicit
scag,explicit
scallywag,explicit
scamfuck,explicit
scank,explicit
scantily,explicit
scat,explicit
schaffer,explicit
scheiss,explicit
schizo,explicit
schlampe,explicit
schlong,explicit
schmeckie,explicit
schmuck,explicit
schvartse,explicit
schvartsen,explicit
schwartze,explicit
schwartzen,explicit
scissoring,explicit
screw,explicit
screwed,explicit
screwing,explicit
scroat,explicit
scrog,explicit
scrot,explicit
scrote,explicit
scrotum,explicit
scrubber,explicit
scrud,explicit
scum,explicit
scumfuck,explicit
scumfucker,explicit
scumfvck,explicit
scummy,explicit
scut,explicit
seaman,explicit
seamen,explicit
seks,explicit
semen,explicit
seppo,explicit
seppos,explicit
septics,explicit
servant,explicit
sex,explicit
sexcam,explicit
sexed,explicit
sexfarm,explicit
sexhound,explicit
sexhouse,explicit
sexi,explicit
sexing,explicit
Sexist,explicit
sexkitten,explicit
sexo,explicit
sexpot,explicit
sexslave,explicit
sextogo,explicit
sextoy,explicit
sextoys,explicit
sexual,explicit
sexuality,explicit
sexually,explicit
sexwhore,explicit
sexx,explicit
sexxi,explicit
sexy,explicit
sexxxi,explicit
sexxxy,explicit
sexxy,explicit
sexy,explicit
sexyslim,explicit
sexy-slim,explicit
shis,explicit
shit,explicit
shite,explicit
shitdick,explicit
shitdick,explicit
shite,explicit
shiter,explicit
shitfuck,explicit
shithead,explicit
shitheads,explicit
shit,explicit
shitsome,explicit
shitt,explicit
shitter,explicit
shitty,explicit
shitz,explicit
shemale,explicit
shemale,explicit
shag,explicit
shagable,explicit
shagger,explicit
shaggin,explicit
shagging,explicit
shamedame,explicit
sharmuta,explicit
sharmute,explicit
shat,explicit
shav,explicit
shavedbeaver,explicit
shavedpussy,explicit
shawtypimp,explicit
sheeeet,explicit
sheeney,explicit
sheet,explicit
sheister,explicit
shemale,explicit
shemale,explicit
shemales,explicit
shet,explicit
shhit,explicit
shity,explicit
shiat,explicit
shibari,explicit
shibary,explicit
shiddick,explicit
shiester,explicit
shiesterfuck,explicit
shiesterfuckface,explicit
shiesterfuckhead,explicit
shiesterfucks,explicit
shinola,explicit
shipal,explicit
shipdit,explicit
shit,explicit
shit ass,explicit
shite,explicit
shit-arse,explicit
shitass,explicit
shit-ass,explicit
shitasses,explicit
shitassfucker,explicit
shitassfuckface,explicit
shitbag,explicit
shitbagger,explicit
shit-bagger,explicit
shit-bandit,explicit
shitbird,explicit
shitblimp,explicit
shitblimps,explicit
shitbrain,explicit
shit-brain,explicit
shitbrains,explicit
shitbreath,explicit
shit-breath,explicit
shitcan,explicit
shitcanned,explicit
shitcunt,explicit
shit-cunt,explicit
shitdick,explicit
shitdick,explicit
shit-dick,explicit
shitdicks,explicit
shitdikk,explicit
shitdip,explicit
shite,explicit
shiteater,explicit
shiteating,explicit
shit-eating,explicit
shiteblimps,explicit
shited,explicit
shitedick,explicit
shitefuck,explicit
shitefulls,explicit
shitehead,explicit
shites,explicit
shitey,explicit
shitface,explicit
shit-face,explicit
shitfaced,explicit
shit-faced,explicit
shitfacefuck,explicit
shitfacefucker,explicit
shitfck,explicit
shitfit,explicit
shit-fit,explicit
shitfk,explicit
shitforbrains,explicit
shitfreak,explicit
shitfuck,explicit
shitfucker,explicit
shit-fucker,explicit
shitfuckhead,explicit
shitfuckmotherfucker,explicit
shitfucks,explicit
shitfudgefucker,explicit
shitfull,explicit
shitfvck,explicit
shithapens,explicit
shithappens,explicit
shithead,explicit
shitheadfucker,explicit
shitheadfuckface,explicit
shitheads,explicit
shitheel,explicit
shit-heel,explicit
shithole,explicit
shit-hole,explicit
shithouse,explicit
shit-house,explicit
shiting,explicit
shitings,explicit
shitlist,explicit
shitload,explicit
shit-load,explicit
shitnugget,explicit
shitola,explicit
shitoutofluck,explicit
shitpot,explicit
shit-pot,explicit
shits,explicit
shitsdick,explicit
shitsfuck,explicit
shitsful,explicit
shitspitter,explicit
shit-spitter,explicit
shitspitter - butt,explicit
shitstain,explicit
shit-stain,explicit
shit-stuffers,explicit
shitt,explicit
shittastic,explicit
shittasticfuck,explicit
shitte,explicit
shitted,explicit
shitter,explicit
shitterfucker,explicit
shitters,explicit
shitters ,explicit
shitti,explicit
shittier,explicit
shitties,explicit
shittiest,explicit
shitting,explicit
shittings,explicit
shitty,explicit
shitty ,explicit
shitty mofoes,explicit
shittydick,explicit
shittydicks,explicit
shittyfuck,explicit
shittyfuckface,explicit
shittyful,explicit
shity,explicit
shitz,explicit
shiz,explicit
shiznit,explicit
shlong,explicit
shmale,explicit
shortfuck,explicit
shota,explicit
showtime,explicit
shrimping,explicit
shtfuk,explicit
shtup,explicit
shylock,explicit
shylocks,explicit
shyt,explicit
shyte,explicit
shytfeisterfuck,explicit
shytty,explicit
shyty,explicit
simp,explicit
skanks,explicit
skanky,explicit
skankz,explicit
skag,explicit
skanck,explicit
skank,explicit
skankbitch,explicit
skankee,explicit
skankey,explicit
skankfuck,explicit
skanks,explicit
skankwhore,explicit
skanky,explicit
skankybitch,explicit
skankywhore,explicit
skankz,explicit
skeet,explicit
skinflute,explicit
skrib,explicit
skribz,explicit
skullfuck,explicit
skum,explicit
skumbag,explicit
skwa,explicit
skwe,explicit
slanteye,explicit
slag,explicit
slant,explicit
slantard,explicit
slanteye,explicit
slanteyes,explicit
slanteyeshit,explicit
slantfreak,explicit
slanty,explicit
slapper,explicit
slaughter,explicit
slav,explicit
slave,explicit
slavedriver,explicit
sleaze,explicit
sleazy,explicit
sleezebag,explicit
sleezeball,explicit
slideitin,explicit
slime,explicit
slimeball,explicit
slimebucket,explicit
slit,explicit
slope,explicit
slopehead,explicit
slopeheads,explicit
sloper,explicit
slopers,explicit
slopes,explicit
slopey,explicit
slopeys,explicit
slopies,explicit
slopy,explicit
slut,explicit
s-lut,explicit
slut hole,explicit
slutbag,explicit
slutbucket,explicit
slutdumper,explicit
slutkiss,explicit
sluts,explicit
slutt,explicit
slutting,explicit
slutty,explicit
slutwear,explicit
slutwhore,explicit
slutz,explicit
smack,explicit
smackthemonkey,explicit
smartass,explicit
smartasses,explicit
smeg,explicit
smegma,explicit
